,articles,summaries,categories
28,"Kraft cuts snack ads for children Kraft plans to cut back on advertising of products like Oreo cookies and sugary Kool-Aid drinks as part of an effort to promote healthy eating. The largest US food maker will also add a label to its more nutritional and low-fat brands to promote the benefits. Kraft rival PepsiCo began a similar labelling initiative last year. The moves come as the firms face criticism from consumer groups concerned at rising levels of obesity in US children. Major food manufacturers have recently been reformulating the content of some calorie-heavy products. Kraft's new advertising policy, which covers advertising on TV, radio and in print publications, is aimed at children between the ages of six and 11. It means commercials for some of its most famous snacks and cereals shown during early morning cartoon shows on TV will now be replaced by food and drink qualifying for Kraft's new ""Sensible Solution"" label. But the firm said it would continue to advertise all its products in media seen by parents and ""all family"" audiences. ""We're working on ways to encourage both adults and children to eat wisely by selecting more nutritionally balanced diets,"" said Lance Friedmann, Kraft senior vice president.
","Kraft plans to cut back on advertising of products like Oreo cookies and sugary Kool-Aid drinks as part of an effort to promote healthy eating.It means commercials for some of its most famous snacks and cereals shown during early morning cartoon shows on TV will now be replaced by food and drink qualifying for Kraft's new ""Sensible Solution"" label.The largest US food maker will also add a label to its more nutritional and low-fat brands to promote the benefits.Kraft's new advertising policy, which covers advertising on TV, radio and in print publications, is aimed at children between the ages of six and 11.",business
29,"Worldcom boss 'left books alone' Former Worldcom boss Bernie Ebbers, who is accused of overseeing an $11bn (Â£5.8bn) fraud, never made accounting decisions, a witness has told jurors. David Myers made the comments under questioning by defence lawyers who have been arguing that Mr Ebbers was not responsible for Worldcom's problems. The phone company collapsed in 2002 and prosecutors claim that losses were hidden to protect the firm's shares. Mr Myers has already pleaded guilty to fraud and is assisting prosecutors. On Monday, defence lawyer Reid Weingarten tried to distance his client from the allegations. During cross examination, he asked Mr Myers if he ever knew Mr Ebbers ""make an accounting decision?"". ""Not that I am aware of,"" Mr Myers replied. ""Did you ever know Mr Ebbers to make an accounting entry into Worldcom books?"" Mr Weingarten pressed. ""No,"" replied the witness. Mr Myers has admitted that he ordered false accounting entries at the request of former Worldcom chief financial officer Scott Sullivan. Defence lawyers have been trying to paint Mr Sullivan, who has admitted fraud and will testify later in the trial, as the mastermind behind Worldcom's accounting house of cards. Mr Ebbers' team, meanwhile, are looking to portray him as an affable boss, who by his own admission is more PE graduate than economist. Whatever his abilities, Mr Ebbers transformed Worldcom from a relative unknown into a $160bn telecoms giant and investor darling of the late 1990s. Worldcom's problems mounted, however, as competition increased and the telecoms boom petered out. When the firm finally collapsed, shareholders lost about $180bn and 20,000 workers lost their jobs. Mr Ebbers' trial is expected to last two months and if found guilty the former CEO faces a substantial jail sentence. He has firmly declared his innocence.
","During cross examination, he asked Mr Myers if he ever knew Mr Ebbers ""make an accounting decision?"".""Not that I am aware of,"" Mr Myers replied.""Did you ever know Mr Ebbers to make an accounting entry into Worldcom books?""Mr Myers has admitted that he ordered false accounting entries at the request of former Worldcom chief financial officer Scott Sullivan.David Myers made the comments under questioning by defence lawyers who have been arguing that Mr Ebbers was not responsible for Worldcom's problems.Defence lawyers have been trying to paint Mr Sullivan, who has admitted fraud and will testify later in the trial, as the mastermind behind Worldcom's accounting house of cards.Mr Myers has already pleaded guilty to fraud and is assisting prosecutors.Former Worldcom boss Bernie Ebbers, who is accused of overseeing an $11bn (Â£5.8bn) fraud, never made accounting decisions, a witness has told jurors.",business
30,"Weak data buffets French economy A batch of downbeat government data has cast doubt over the French economy's future prospects. Official figures showed on Friday that unemployment was unchanged at 9.9% last month, while consumer confidence fell unexpectedly in October. At the same time, finance minister Nicolas Sarkozy warned that high oil prices posed a threat to French growth. ""[Oil prices] will weigh on consumer spending in the short term, and potentially on confidence,"" he said. World oil prices have risen by more than 60% since the start of the year as production struggles to keep pace with soaring demand. Analysts said French companies, keen to protect their profit margins at a time of rising energy costs, were reluctant to take on extra staff. ""[The unemployment figures] show the main problem of the French economy: we have growth but without an improvement in employment,"" said Marc Touati, an economist at Natexis Banques Populaires. ""Politicians must have the will and guts to solve structural unemployment with thorough reforms, otherwise in five or ten years, it will be too late."" Obligatory employer contributions to worker welfare programmes mean that it costs more to hire staff in France than in many other European economies. Many economists have urged the government to stimulate employment by reducing non-wage payroll costs, and by scrapping restrictions on working hours. The French statistics agency, INSEE, expects the economy to grow by about 2.4% this year, buoyed by strong consumer spending and business investment. That is above the projected eurozone average of just above 2%.
","""[The unemployment figures] show the main problem of the French economy: we have growth but without an improvement in employment,"" said Marc Touati, an economist at Natexis Banques Populaires.""[Oil prices] will weigh on consumer spending in the short term, and potentially on confidence,"" he said.At the same time, finance minister Nicolas Sarkozy warned that high oil prices posed a threat to French growth.The French statistics agency, INSEE, expects the economy to grow by about 2.4% this year, buoyed by strong consumer spending and business investment.Analysts said French companies, keen to protect their profit margins at a time of rising energy costs, were reluctant to take on extra staff.",business
31,"Warning over US pensions deficit Taxpayers may have to bail out the US agency that protects workers' pension funds, leading economists have warned. With the Pension Benefit Guaranty Corporation (PBGC) some Â£23bn (Â£12m) in deficit, the Financial Economists Roundtable (FER) wants Congress to act. Instead of taxpayers having to pick up the bill, the FER wants Congressmen to change the PBGC's funding rules. The FER says firms should not have been allowed to reduce the insurance premiums they pay into the PBGC fund. The FER blames this on a 2004 law, in a statement signed by several members, who include Nobel economics laureate William Sharpe. It said it was ""dismayed"" at the situation and wants Congress to overturn the legislation. Cash-strapped US companies, including those in the airline, car-making and steel industries, had argued in favour of the 2004 rule change, claiming that funding the insurance premiums adequately would force them to have to cut jobs. ""With a little firmer hand on the pensions issues in the US, I think that Congress could avoid having to turn to the taxpayer and instead turn the obligations back onto the companies that deserve to pay them,"" said Professor Dennis Logue, dean of Price College of Business at the University of Oklahoma. The PBGC was founded in 1974 to protect workers' retirement rights. Its most recent action came last week when it took control of the pilots' pension scheme at United Airlines. With United battling bankruptcy, the carrier had wanted to use the money set aside for pensions to finance running costs. The company has an estimated $2.9bn hole in its pilots' pension scheme, which the PBGC will now guarantee.
","With the Pension Benefit Guaranty Corporation (PBGC) some Â£23bn (Â£12m) in deficit, the Financial Economists Roundtable (FER) wants Congress to act.The company has an estimated $2.9bn hole in its pilots' pension scheme, which the PBGC will now guarantee.The FER says firms should not have been allowed to reduce the insurance premiums they pay into the PBGC fund.""With a little firmer hand on the pensions issues in the US, I think that Congress could avoid having to turn to the taxpayer and instead turn the obligations back onto the companies that deserve to pay them,"" said Professor Dennis Logue, dean of Price College of Business at the University of Oklahoma.Instead of taxpayers having to pick up the bill, the FER wants Congressmen to change the PBGC's funding rules.",business
32,"Barclays shares up on merger talk Shares in UK banking group Barclays have risen on Monday following a weekend press report that it had held merger talks with US bank Wells Fargo. A tie-up between Barclays and California-based Wells Fargo would create the world's fourth biggest bank, valued at $180bn (Â£96bn). Barclays has declined to comment on the report in the Sunday Express, saying it does not respond to market speculation. The two banks reportedly held talks in October and November 2004. Barclays shares were up 8 pence, or 1.3%, at 605 pence by late morning in London on Monday, making it the second biggest gainer in the FTSE 100 index. UK banking icon Barclays was founded more than 300 years ago; it has operations in over 60 countries and employs 76,200 staff worldwide. Its North American divisions focus on business banking, whereas Wells Fargo operates retail and business banking services from 6,000 branches. In 2003, Barclays reported a 20% rise in pre-tax profits to Â£3.8bn, and it has recently forecast similar gains in 2004, predicting that full year pre-tax profits would rise 18% to Â£4.5bn. Wells Fargo had net income of $6.2bn in its last financial year, a 9% increase on the previous year, and revenues of $28.4bn. Barclays was the focus of takeover speculation in August, when it was linked to Citigroup, though no bid has ever materialised. Stock market traders were sceptical that the latest reports heralded a deal. ""The chief executive would be abandoning his duty if he didn't talk to rivals, but a deal doesn't seem likely,"" Reuters quoted one trader as saying.
","Shares in UK banking group Barclays have risen on Monday following a weekend press report that it had held merger talks with US bank Wells Fargo.A tie-up between Barclays and California-based Wells Fargo would create the world's fourth biggest bank, valued at $180bn (Â£96bn).UK banking icon Barclays was founded more than 300 years ago; it has operations in over 60 countries and employs 76,200 staff worldwide.Barclays has declined to comment on the report in the Sunday Express, saying it does not respond to market speculation.In 2003, Barclays reported a 20% rise in pre-tax profits to Â£3.8bn, and it has recently forecast similar gains in 2004, predicting that full year pre-tax profits would rise 18% to Â£4.5bn.",business
33,"Euronext 'poised to make LSE bid' Pan-European group Euronext is poised to launch a bid for the London Stock Exchange, UK media reports say. Last week, the LSE rejected a takeover proposal from German rival Deutsche Boerse - the 530 pence-a-share offer valued the exchange at about Â£1.35bn. The LSE, which saw its shares rise 25%, said the bid undervalued the business. Euronext - formed after the Brussels, Paris and Amsterdam exchanges merged - is reportedly working with three investment banks on a possible offer. The LSE, Europe's biggest stock market, is a key prize, listing stocks with a total capitalisation of Â£1.4 trillion. Euronext already has a presence in London due to its 2001 acquisition of London-based options and futures exchange Liffe. Trades on the LSE are cleared via Clearnet, in which Euronext has a quarter stake. Euronext, which also operates an exchange in Lisbon, last week appointed UBS and ABN Amro as additional advisors. It is also working with Morgan Stanley. Despite the rejection of the Deutsche Boerse bid last week, Werner Seifert, chief executive of the Frankfurt-based exchange, may well come back with an improved offer. It has long wanted to link up with London, and the two tried and failed to seal a merger in 2000. Responding to the LSE's rebuff, Deutsche Boerse - whose market capitalisation is more than Â£3bn - said it believed it could show its proposal offered benefits, and that it still hoped to make a cash bid. Last week the LSE said not only was the bid undervalued, but that it had ""been advised that there can be no assurance that any transaction could be successfully implemented"". However, it has indicated it is open for further talks. Meanwhile, German magazine Der Spiegel said part of Mr Seifert's negotiations with the LSE were about where to base the future board of any merged exchange. While Mr Seifert has suggested a merged company would be run out of London, the mayor of Frankfurt has raised concerns that such a move could cost German jobs. Many analysts believe German Boerse has more financial firepower than Euronext if it came to a bidding war.
","Last week, the LSE rejected a takeover proposal from German rival Deutsche Boerse - the 530 pence-a-share offer valued the exchange at about Â£1.35bn.Euronext already has a presence in London due to its 2001 acquisition of London-based options and futures exchange Liffe.Last week the LSE said not only was the bid undervalued, but that it had ""been advised that there can be no assurance that any transaction could be successfully implemented"".Trades on the LSE are cleared via Clearnet, in which Euronext has a quarter stake.Pan-European group Euronext is poised to launch a bid for the London Stock Exchange, UK media reports say.Euronext, which also operates an exchange in Lisbon, last week appointed UBS and ABN Amro as additional advisors.While Mr Seifert has suggested a merged company would be run out of London, the mayor of Frankfurt has raised concerns that such a move could cost German jobs.",business
34,"EU 'too slow' on economic reforms Most EU countries have failed to put in place policies aimed at making Europe the world's most competitive economy by the end of the decade, a report says. The study, undertaken by the European Commission, sought to assess how far the EU has moved towards meeting its economic targets. In 2000, EU leaders at a summit in Lisbon pledged the European economy would outstrip that of the US by 2010. Their economic targets became known as the Lisbon Agenda. But the Commission report says that, in most EU countries, the pace of economic reform has been too slow, and fulfilling the Lisbon ambitions will be difficult - if not impossible. Only the UK, Finland, Belgium, Denmark, Ireland and the Netherlands have actually followed up policy recommendations. Among the biggest laggards, according to the report, are Greece and Italy. The Lisbon Agenda set out to increase the number of people employed in Europe by encouraging more older people and women to stay in the workforce. It also set out to raise the amount the private sector spends on research and development, while bringing about greater discipline over public spending and debt levels. Combined with high environmental standards and efforts to level the playing field for businesses throughout the EU, the plan was for Europe to become the world's most dynamic economy by 2010. Next week, the Commission will present revised proposals to meet the Lisbon goals. Many people expect the 2010 target to be quietly dropped.
","But the Commission report says that, in most EU countries, the pace of economic reform has been too slow, and fulfilling the Lisbon ambitions will be difficult - if not impossible.Their economic targets became known as the Lisbon Agenda.In 2000, EU leaders at a summit in Lisbon pledged the European economy would outstrip that of the US by 2010.Most EU countries have failed to put in place policies aimed at making Europe the world's most competitive economy by the end of the decade, a report says.The Lisbon Agenda set out to increase the number of people employed in Europe by encouraging more older people and women to stay in the workforce.",business
35,"Iraq and Afghanistan in WTO talks The World Trade Organisation (WTO) is to hold membership talks with both Iraq and Afghanistan. But Iran's bid to join the trade body has been refused after the US blocked its application for the 21st time. The countries stand to reap huge benefits from membership of the group, whose purpose is to promote free trade. Joining, however, is a lengthy process. China's admission in 2001 took 15 years and talks with Russia and Saudi Arabia have been taking place for 10 years. Membership of the Geneva-based WTO helps guarantee a country's goods receives equal treatment in the markets of other member states - a policy which has seen it become closely associated with globalisation. Iraq's Trade Minister Mohammed Mustafa al-Jibouri welcomed the move, describing it as significant as November's decision by the Paris Club of creditor nations to write off 80% of the country's debts. Assad Omar, Afghanistan's envoy to the United Nations in Geneva, said accession would contribute to ""regional prosperity and global security"". There are now 27 countries seeking membership of the WTO. Prospective members need to enter into negotiations with potential trading countries and change domestic laws to bring them in line with WTO regulations. Before the process gets under way, all 148 WTO members must give their backing to applicant countries. The US said it could not approve Iran's application because it is currently reviewing relations. But several nations criticised the approach, and European Union ambassador to the WTO, Carlo Trojan, said Iran's application ""must be treated independently of political issues"".
","There are now 27 countries seeking membership of the WTO.The World Trade Organisation (WTO) is to hold membership talks with both Iraq and Afghanistan.But several nations criticised the approach, and European Union ambassador to the WTO, Carlo Trojan, said Iran's application ""must be treated independently of political issues"".Before the process gets under way, all 148 WTO members must give their backing to applicant countries.Membership of the Geneva-based WTO helps guarantee a country's goods receives equal treatment in the markets of other member states - a policy which has seen it become closely associated with globalisation.But Iran's bid to join the trade body has been refused after the US blocked its application for the 21st time.",business
36,"Steel firm 'to cut' 45,000 jobs Mittal Steel, one of the world's largest steel producers, could cut up to 45,000 jobs over the next five years, its chief executive has said. The Netherlands-based company is due to complete its $4.5bn acquisition of US firm ISG next month, making it one of the largest global firms of its kind. However, Lakshmi Mittal has told investors the combined company will have to shed thousands of jobs. The Indian-born magnate did not say where the job losses would fall. Mr Mittal told US investors that once the acquisition of International Steel Group was completed, the company would aim to reduce its workforce by between 7,000 and 8,000 annually. This could see its workforce trimmed from 155,000 to 110,000 staff by 2010. ""We are investing in modernisation so employees will go down,"" Mr Mittal told the conference in Chicago. Mittal Steel was formed last year when Mr Mittal's LNM Holdings merged with Dutch firm Ispat. A combination of Mittal Steel and ISG would have annual sales of $32bn (Â£16.7bn; 24.1bn euros) and a production capacity of 70 million tonnes. A Mittal Steel spokeman said that no decisions on job cuts have been made yet. ""We are trying to create a sustainable steel industry and if we want to do that, we have to invest in new technology,"" a spokesman said. Mittal Steel has operations in 14 countries. Many of its businesses - particularly those in eastern Europe - were previously state owned and have huge workforces. It employs 50,000 staff in Kazakhstan alone, and has large operations in Romania, the Czech Republic, South Africa and the United States.
","Mittal Steel, one of the world's largest steel producers, could cut up to 45,000 jobs over the next five years, its chief executive has said.Mittal Steel has operations in 14 countries.Mr Mittal told US investors that once the acquisition of International Steel Group was completed, the company would aim to reduce its workforce by between 7,000 and 8,000 annually.A Mittal Steel spokeman said that no decisions on job cuts have been made yet.Mittal Steel was formed last year when Mr Mittal's LNM Holdings merged with Dutch firm Ispat.However, Lakshmi Mittal has told investors the combined company will have to shed thousands of jobs.",business
37,"Deutsche Boerse boosts dividend Deutsche Boerse, the German stock exchange that is trying to buy its London rival, has said it will boost its 2004 dividend payment by 27%. Analysts said that the move is aimed at winning over investors opposed to its bid for the London Stock Exchange. Critics of the takeover have complained that the money could be better used by returning cash to shareholders. Deutsche Boerse also said profit in the three months to 31 December was 120.7m euros ($158.8m; Â£83.3m). Sales climbed to 364.4m euros, lifting revenue for the year to a record 1.45bn euros. Frankfurt-based Deutsche Boerse has offered Â£1.3bn ($2.48bn; 1.88bn euros) for the London Stock Exchange. Rival pan-European bourse Euronext is working also on a bid. Late on Monday, Deutsche Boerse said it would lift its 2004 dividend payment to 70 euro cents (Â£0.48; $0.98) from 55 euro cents a year earlier. ""There is a whiff of a sweetener in there,"" Anais Faraj, an analyst at Nomura told the BBC's World Business Report. ""Most of the disgruntled shareholders of Deutsche Boerse are complaining that the money that is being used for the bid could be better placed in their hands, paid out in dividends,"" Mr Faraj continued. Deutsche Boerse is ""trying to buy them off in a sense"", he said.
","Deutsche Boerse, the German stock exchange that is trying to buy its London rival, has said it will boost its 2004 dividend payment by 27%.Deutsche Boerse is ""trying to buy them off in a sense"", he said.""Most of the disgruntled shareholders of Deutsche Boerse are complaining that the money that is being used for the bid could be better placed in their hands, paid out in dividends,"" Mr Faraj continued.Frankfurt-based Deutsche Boerse has offered Â£1.3bn ($2.48bn; 1.88bn euros) for the London Stock Exchange.Deutsche Boerse also said profit in the three months to 31 December was 120.7m euros ($158.8m; Â£83.3m).",business
38,"Rank 'set to sell off film unit' Leisure group Rank could unveil plans to demerge its film services unit and sell its media business, reports claim. Rank, formerly famous for the Carry On series, will expose the shake-up at the announcement of its results on Friday, the Sunday Telegraph reported. Advisors Goldman Sachs are understood to have valued its demerged Deluxe Film unit at Â£300m, the report added. Speculation of a possible shake-up has mounted since Rank announced a study into a possible demerger in September. Since Mike Smith's appointment as chief executive in 1999, the group has focused on fewer businesses and embarked on a major cost-cutting programme which has seen it dispose of a number of businesses, including the Odeon cinema chain and the Pinewood studios. The move left the group with three core divisions: gaming, Hard Rock and Deluxe Films, which provides technical services to Hollywood studios. Rank now aims to concentrate on its gaming, bars and hotels business, including extending its Hard Rock brand to its casinos - trials of which have been a success. It also owns Deluxe Media, which makes and distributes DVDs and videos. However, that business is seen as less successful. Last year it made profits of Â£21.5m on a turnover of Â£392.1m and experts suggest its success in moving to DVDs from VHS video could make it an attractive target for a private equity buyer. A spokesman for the firm refused to comment on the reports, but said any results from the demerger study were likely to be set out when it unveiled its results on Friday. Analysts predict the firm is likely to report a slight drop in annual pre-tax profits to Â£170m from Â£194m last year. Formed in the 1940s the firm was a leading UK film producer and cinema owner for many years. It has now diversified into a range of other leisure activities - mainly in the UK - including hotels, roadside service areas and holiday centres. It now owns 34 Grosvenor casinos, the Mecca Bingo chain and more than 100 Hard Rock Cafes in 38 countries.
","Leisure group Rank could unveil plans to demerge its film services unit and sell its media business, reports claim.Rank now aims to concentrate on its gaming, bars and hotels business, including extending its Hard Rock brand to its casinos - trials of which have been a success.Since Mike Smith's appointment as chief executive in 1999, the group has focused on fewer businesses and embarked on a major cost-cutting programme which has seen it dispose of a number of businesses, including the Odeon cinema chain and the Pinewood studios.The move left the group with three core divisions: gaming, Hard Rock and Deluxe Films, which provides technical services to Hollywood studios.Speculation of a possible shake-up has mounted since Rank announced a study into a possible demerger in September.Analysts predict the firm is likely to report a slight drop in annual pre-tax profits to Â£170m from Â£194m last year.",business
39,"Takeover rumour lifts Exel shares Shares in storage and delivery firm Exel closed up 9% at a two-and-a-half year high on Tuesday on speculation it is to receive an imminent takeover bid. The talk in the City is that US giant United Parcel Services (UPS) is the most likely bidder for the firm. Yet other names mentioned in connection to buying Exel are DHL-owner Deutsche Post and finance firm GE Capital. With its shares closing Tuesday at 873p, Bracknell-based Exel is currently valued at Â£2.6bn ($6.3bn). Exel employs 109,000 people in more than 120 countries and has itself been active in the consolidation of the logistics sector, paying Â£328m to buy fellow UK firm Tibbett & Britten last August. Its customers include Boots, Burberry, Mothercare and consumer products giant Procter & Gamble. Andrew Beh, of brokers ING, said UPS and Deutsche Post were the most likely bidders and an offer of 950p a share would be fair if a bidding battle did not break out. ""It's a great strategic fit for both companies,"" he said. ""Both are interested in expanding in logistics and you can make a decent case for cost synergies which could justify the premium and that's before you make any argument about revenue synergies.""
","Andrew Beh, of brokers ING, said UPS and Deutsche Post were the most likely bidders and an offer of 950p a share would be fair if a bidding battle did not break out.The talk in the City is that US giant United Parcel Services (UPS) is the most likely bidder for the firm.Yet other names mentioned in connection to buying Exel are DHL-owner Deutsche Post and finance firm GE Capital.Shares in storage and delivery firm Exel closed up 9% at a two-and-a-half year high on Tuesday on speculation it is to receive an imminent takeover bid.",business
40,"Peugeot deal boosts Mitsubishi Struggling Japanese car maker Mitsubishi Motors has struck a deal to supply French car maker Peugeot with 30,000 sports utility vehicles (SUV). The two firms signed a Memorandum of Understanding, and say they expect to seal a final agreement by Spring 2005. The alliance comes as a badly-needed boost for loss-making Mitsubishi, after several profit warnings and poor sales. The SUVs will be built in Japan using Peugeot's diesel engines and sold mainly in the European market. Falling sales have left Mitsubishi Motors with underused capacity, and the production deal with Peugeot gives it a chance to utilise some of it. In January, Mitsubishi Motors issued its third profits warning in nine months, and cut its sales forecasts for the year to March 2005. Its sales have slid 41% in the past year, catalysed by the revelation that the company had systematically been hiding records of faults and then secretly repairing vehicles. As a result, the Japanese car maker has sought a series of financial bailouts. Last month it said it was looking for a further 540bn yen ($5.2bn; Â£2.77bn) in fresh financial backing, half of it from other companies in the Mitsubishi group. US-German carmaker DaimlerChrylser, a 30% shareholder in Mitsubishi Motors, decided in April 2004 not to pump in any more money. The deal with Peugeot was celebrated by Mitsubishi's newly-appointed chief executive Takashi Nishioka, who took over after three top bosses stood down last month to shoulder responsibility for the firm's troubles. Mitsubishi Motors has forecast a net loss of 472bn yen in its current financial year to March 2005. Last month, it signed a production agreement with Japanese rival Nissan Motor to supply it with 36,000 small cars for sale in Japan. It has been making cars for Nissan since 2003.
","Struggling Japanese car maker Mitsubishi Motors has struck a deal to supply French car maker Peugeot with 30,000 sports utility vehicles (SUV).Mitsubishi Motors has forecast a net loss of 472bn yen in its current financial year to March 2005.Last month, it signed a production agreement with Japanese rival Nissan Motor to supply it with 36,000 small cars for sale in Japan.In January, Mitsubishi Motors issued its third profits warning in nine months, and cut its sales forecasts for the year to March 2005.Falling sales have left Mitsubishi Motors with underused capacity, and the production deal with Peugeot gives it a chance to utilise some of it.As a result, the Japanese car maker has sought a series of financial bailouts.",business
41,"McDonald's boss Bell dies aged 44 Charlie Bell, the straight-talking former head of fast-food giant McDonald's, has died of cancer aged 44. Mr Bell was diagnosed with colorectal cancer in May last year, a month after taking over the top job. He resigned in November to fight the illness. Joining the company as a 15-year-old part-time worker, Mr Bell quickly moved through its ranks, becoming Australia's youngest store manager at 19. A popular go-getter, he is credited with helping revive McDonald's sales. Mr Bell leaves a wife and daughter. ""As we mourn his passing, I ask you to keep Charlie's family in your hearts and prayers,"" chief executive James Skinner said in a statement. ""And remember that in his abbreviated time on this earth, Charlie lived life to the fullest."" ""No matter what cards life dealt, Charlie stayed centred on his love for his family and for McDonald's."" After running the company's Australian business in the 1990s, Mr Bell moved to the US in 1999 to run operations in Asia, Africa and the Middle East. In 2001, he took over the reins in Europe, McDonald's second most important market. He became chief operating officer and president in 2002. Mr Bell took over as chief executive after his predecessor as CEO, Jim Cantalupo, died suddenly of a heart attack in April. Having worked closely with Mr Cantalupo, who came out of retirement to turn McDonald's around, Mr Bell focused on boosting demand at existing restaurants rather than follow a policy of rapid expansion. He had promised not to let the company get ""fat, dumb and happy,"" and, according to Reuters, once told analysts that he would shove a fire hose down the throat of competitors if he saw them drowning. Mr Bell oversaw McDonald's ""I'm lovin' it"" advertising campaign and introduced successes such as McCafe, now the biggest coffee shop brand in Australia and New Zealand. Colleagues said that Mr Bell was proud of his humble beginnings, helping out behind cash tills and clearing tables when visiting restaurants.
","Mr Bell took over as chief executive after his predecessor as CEO, Jim Cantalupo, died suddenly of a heart attack in April.Mr Bell leaves a wife and daughter.Having worked closely with Mr Cantalupo, who came out of retirement to turn McDonald's around, Mr Bell focused on boosting demand at existing restaurants rather than follow a policy of rapid expansion.Charlie Bell, the straight-talking former head of fast-food giant McDonald's, has died of cancer aged 44.Mr Bell oversaw McDonald's ""I'm lovin' it"" advertising campaign and introduced successes such as McCafe, now the biggest coffee shop brand in Australia and New Zealand.Joining the company as a 15-year-old part-time worker, Mr Bell quickly moved through its ranks, becoming Australia's youngest store manager at 19.Colleagues said that Mr Bell was proud of his humble beginnings, helping out behind cash tills and clearing tables when visiting restaurants.",business
42,"Ukraine steel sell-off 'illegal' The controversial sell-off of a Ukrainian steel mill to a relative of the former president was illegal, a court has ruled. The mill, Krivorizhstal, was sold in June 2004 for $800m (Â£424m) - well below other offers. President Viktor Yushchenko, elected in December, is planning to revisit many of Ukraine's recent privatisations. Krivorizhstal is one of dozens of firms which he says were sold cheaply to friends of the previous administration. On Wednesday, Prime Minister Yulia Tymoshenko said as many as 3,000 firms could be included on the list of firms whose sale was being reviewed. Mr Yushchenko had previously said the list would be limited to 30-40 enterprises. More than 90,000 businesses in all, from massive corporations to tiny shopfronts, have been sold off since 1992, as the command economy built up when Ukraine was part of the Soviet Union was dismantled. Analysts have suggested that the government needs to avoid the impression of an open-ended list, so as to preserve investor confidence. Thursday's ruling by a district court in Perchesk overturned a previous decision in a lower court permitting the sale. The consortium which won the auction for the mill was created by Viktor Pinchuk, son-in-law of former-President Leonid Kuchma, and Rinat Akhmetov, the country's richest man. The next step is for the supreme court to annul the sale altogether, opening the way for Krivorizhstal to be resold. Mr Yushchenko has suggested a fair valuation could be as much as $3bn. One of the foreign bidders who lost out, steel giant LNM, told BBC News that it would be interested in any renewed sale.
","On Wednesday, Prime Minister Yulia Tymoshenko said as many as 3,000 firms could be included on the list of firms whose sale was being reviewed.The mill, Krivorizhstal, was sold in June 2004 for $800m (Â£424m) - well below other offers.The controversial sell-off of a Ukrainian steel mill to a relative of the former president was illegal, a court has ruled.Mr Yushchenko had previously said the list would be limited to 30-40 enterprises.Krivorizhstal is one of dozens of firms which he says were sold cheaply to friends of the previous administration.The next step is for the supreme court to annul the sale altogether, opening the way for Krivorizhstal to be resold.",business
43,"Optimism remains over UK housing The UK property market remains robust despite the recent slowdown, according to mortgage lender Bradford & Bingley and housebuilder George Wimpey. B&B said the buy-to-let market - in which the bank is a major player - would continue to grow much faster than the wider mortgage market. The comments came as it reported a 6% rise in profits to Â£280.2m ($532m). Wimpey reported a 19% rise in profits to Â£450.7m and said recent new home reservations were better than expected. Recent housing market surveys have indicated that the UK property market has cooled in recent months after several years of rapid growth. Last week, figures from the Council of Mortgage Lenders (CML) indicated that the popularity of buy-to-let mortgages - a key phenomenon of the housing boom - could be waning. But B&B - which has a 22% share of the UK buy-to-let mortgage market - said that while rates of growth were moderating, the sector ""continues to grow at a rate considerably above that of the whole mortgage market"". Overall, B&B said that ""housing market fundamentals remain strong"". ""Interest rates and unemployment are both likely to remain at historically low levels, real household incomes should continue to grow and housing demand is likely to outstrip supply into the medium-term."" Despite the upbeat tone, shares in B&B were down more than 4% at 325.5p in morning trade as analysts worried over future earnings growth. Wimpey's profit figures came in at the top of expectations, with the numbers helped by buoyant sales in the US offsetting a slight slowdown in the UK. Wimpey said the UK housing market had proved ""challenging"" last year. ""By late summer, the market in general had slowed sharply across the country and showed no real improvement during the autumn,"" it added. However, the first seven weeks of this year had produced promising signs, Wimpey said. ""Visitor levels and interest in this period have been encouraging and reservations have been at the stronger end of our expectations."" Shares in Wimpey were up 6% at 458.5p in morning trade.
","Wimpey said the UK housing market had proved ""challenging"" last year.But B&B - which has a 22% share of the UK buy-to-let mortgage market - said that while rates of growth were moderating, the sector ""continues to grow at a rate considerably above that of the whole mortgage market"".B&B said the buy-to-let market - in which the bank is a major player - would continue to grow much faster than the wider mortgage market.Recent housing market surveys have indicated that the UK property market has cooled in recent months after several years of rapid growth.Overall, B&B said that ""housing market fundamentals remain strong"".The UK property market remains robust despite the recent slowdown, according to mortgage lender Bradford & Bingley and housebuilder George Wimpey.Wimpey reported a 19% rise in profits to Â£450.7m and said recent new home reservations were better than expected.",business
